;genres;artists;acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;popularity;key;mode;count
33;['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock', 'yacht rock'];10cc;0.2308210526315789;0.5606315789473686;298796.5789473684;0.567315789473684;0.0074713842105263;0.1520947368421052;-10.354052631578954;0.0661105263157894;121.8002631578947;0.555;41.578947368421055;7;1;38
34;['g funk', 'hyphy', 'west coast trap'];11/5;0.27;0.929;182373.0;0.6609999999999999;1.52e-06;0.0879;-6.794;0.171;114.973;0.708;37.0;1;0;2
35;['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary'];112;0.1386179166666667;0.6774166666666667;270513.91666666674;0.5333958333333334;0.0001645316666666;0.13380625;-7.616583333333331;0.1065708333333333;114.64527083333336;0.5511666666666667;50.16666666666666;1;1;48
36;['classical piano duo'];12 Pianists;0.991;0.414;137733.0;0.0187;0.892;0.0513;-39.385;0.0557;74.477;0.195;52.0;7;1;2
37;['alternative metal', 'christian alternative rock', 'christian hard rock', 'christian rock', 'nu metal', 'post-grunge', 'rap rock'];12 Stones;0.0802664999999999;0.3858333333333333;204280.16666666663;0.8888333333333334;2.733333333333333e-06;0.2492333333333333;-3.887;0.0693;138.69216666666668;0.4506666666666666;50.5;5;1;12
38;['acid rock', 'classic garage rock', 'experimental', 'folk rock', 'freakbeat', 'protopunk', 'psychedelic rock'];13th Floor Elevators;0.104675;0.5117499999999999;155419.75;0.77175;0.387;0.1158;-6.577999999999999;0.076775;140.934;0.7645;31.75;2;0;8
42;['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat'];1910 Fruitgum Company;0.4185000000000001;0.7570000000000001;140750.0;0.6052500000000001;0.0007778499999999;0.12425;-9.72575;0.044725;128.4975;0.8995;24.25;9;1;8
43;['japanese city pop'];1986 Omega Tribe;0.3198555555555556;0.6799999999999999;274628.0;0.6121111111111109;0.0282571688888888;0.1693333333333333;-13.467888888888885;0.0319333333333333;121.79522222222224;0.8348888888888888;38.22222222222222;9;0;18
44;['florida rap'];1way Frank;0.735;0.7829999999999999;170867.0;0.38;1.58e-06;0.158;-8.507;0.0974;99.802;0.84;56.0;10;0;2
45;['bubblegum dance', 'eurodance', 'europop', 'happy hardcore', 'hip house'];2 Brothers On The 4th Floor;0.03799;0.6990000000000001;257617.5;0.9475;0.1541664999999999;0.5155000000000001;-4.6865000000000006;0.0536;131.0075;0.6895;59.5;7;0;4
46;['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];2 Chainz;0.1354928346456693;0.7493149606299208;235681.5196850393;0.6502913385826772;0.0005069162992125;0.2187850393700788;-6.1097480314960615;0.2220763779527558;130.11377165354335;0.4968204724409447;57.0236220472441;1;1;127
50;['hip house', 'latin house', 'vogue'];2 In A Room;0.0718;0.7809999999999999;244133.0;0.838;5.42e-06;0.0381;-13.943;0.0494;122.819;0.8490000000000001;29.0;2;1;2
51;['electro', 'gangster rap', 'hip hop', 'hip house', 'miami bass', 'miami hip hop', 'old school hip hop', 'rap'];2 LIVE CREW;0.0529607619047619;0.8730952380952378;233437.4285714285;0.6603333333333337;0.0131211166666666;0.3901523809523809;-11.565857142857144;0.1860666666666666;126.41295238095238;0.6103333333333334;35.80952380952381;7;1;42
52;['dirty south rap', 'pop rap', 'southern hip hop', 'trap'];2 Pistols;0.00436;0.53;274053.0;0.745;0.0;0.345;-6.19;0.106;134.06799999999998;0.269;51.0;10;0;1
53;['bubblegum dance', 'eurodance', 'europop', 'hip house'];2 Unlimited;0.03078;0.69825;228208.0;0.92175;0.0064223499999999;0.083525;-11.52175;0.059025;130.9715;0.7685;55.75;5;0;8
55;['eurodance', 'hip house'];20 Fingers;0.0021876666666666;0.8793333333333333;235719.66666666663;0.7916666666666666;0.2565;0.0876;-9.098999999999998;0.0620333333333333;127.01466666666666;0.8216666666666667;56.33333333333334;11;0;3
56;['dirty texas rap'];20-2-Life;0.0443;0.851;403467.0;0.451;0.297;0.127;-10.707;0.267;117.847;0.25;33.0;11;1;2
57;['atl hip hop', 'dirty south rap', 'southern hip hop', 'trap'];20/20;0.000236;0.458;257733.0;0.541;0.00183;0.0371;-12.130999999999998;0.0485;133.57299999999998;0.5770000000000001;27.0;2;1;2
58;['new age'];2002;0.905;0.229;267840.33333333326;0.155;0.8523333333333335;0.1052666666666666;-19.014333333333333;0.0355333333333333;114.312;0.0633333333333333;48.33333333333334;7;1;6
62;['atl hip hop', 'rap', 'trap'];21 Savage;0.1317249101123595;0.7817640449438202;215299.4606741573;0.5532022471910112;0.0367873035955056;0.1739955056179775;-7.367921348314602;0.2840426966292134;125.43782022471912;0.3382112359550562;67.01123595505618;1;1;89
64;['swedish hard rock', 'swedish melodic rock'];220 Volt;4.58e-05;0.8340000000000001;309747.0;0.605;0.454;0.295;-14.531;0.248;139.997;0.515;0.0;7;1;2
65;['brooklyn drill', 'nyc rap'];22Gz;0.281;0.83;190746.0;0.574;0.0;0.124;-6.892;0.701;143.892;0.5379999999999999;70.0;11;1;2
66;['bachata', 'latin', 'tropical'];24 Horas;0.206;0.8140000000000001;230267.0;0.68;0.0;0.101;-6.928;0.043;126.976;0.963;44.0;7;0;2
67;['trap', 'trap soul', 'underground hip hop', 'vapor trap'];24hrs;0.0598;0.5405;197806.5;0.74;0.0;0.12435;-5.4345;0.18005;117.9925;0.34;66.5;1;1;4
68;['cali rap'];24kGoldn;0.1445252631578947;0.7429473684210526;162868.05263157893;0.6556842105263158;0.0085391957894736;0.1466736842105263;-5.020052631578949;0.1127473684210526;120.76063157894735;0.5452526315789473;74.26315789473685;0;0;19
69;['emo rap', 'sad rap'];27CLUB;0.428;0.514;155893.0;0.7120000000000001;8.77e-06;0.112;-7.2810000000000015;0.334;76.393;0.487;68.0;2;1;2
70;['afro dancehall', 'afropop', 'azontobeats', 'highlife', 'nigerian hip hop', 'nigerian pop'];2Baba;0.0158;0.591;283000.0;0.602;0.0;0.278;-7.483;0.386;147.957;0.355;0.0;1;1;2
71;['bow pop', 'cello', 'classify'];2CELLOS;0.603;0.5865;253046.5;0.499;0.4298400000000001;0.149;-8.705000000000002;0.04035;122.251;0.6005;59.0;2;1;4
72;['kentucky hip hop'];2KBABY;0.2912;0.6224999999999999;147745.0;0.418;0.0;0.203;-9.2685;0.479;103.163;0.402;69.5;11;1;4
73;['dance pop', 'k-pop', 'k-pop girl group', 'pop dance'];2NE1;0.0852233333333333;0.6880000000000001;217679.33333333328;0.7320000000000001;0.0334133333333333;0.0928;-3.418333333333333;0.0388333333333333;128.23700000000002;0.5900000000000001;58.66666666666666;4;1;6
74;['k-pop', 'k-pop boy group', 'korean pop'];2PM;0.176;0.615;200827.0;0.901;0.0;0.204;-4.457;0.0302;131.989;0.779;48.0;3;1;2
75;['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap'];2Pac;0.1335668676470589;0.7733933823529414;262530.91911764705;0.7041507352941178;0.0079637206249999;0.2241007352941176;-7.133066176470593;0.2231573529411765;107.80979044117656;0.607426470588235;49.125;1;1;272
77;['epicore'];2WEI;0.1;0.14;204587.0;0.478;0.000112;0.105;-10.145;0.0484;185.121;0.0412;75.0;1;0;1
78;['deep christian rock'];2nd Chapter Of Acts;0.6054999999999999;0.4330000000000001;169067.0;0.3765;0.0;0.1148;-11.488499999999998;0.0277;89.17299999999999;0.4420000000000001;28.5;1;1;4
80;['gangster rap', 'west coast rap'];2nd II None;0.0466514285714285;0.9071428571428573;225805.7142857143;0.5329999999999999;1.4457142857142858e-06;0.2954285714285714;-11.439571428571426;0.2248571428571429;102.70085714285712;0.7662857142857143;35.142857142857146;6;0;7
81;['early american folk', 'string band', 'traditional country'];2nd South Carolina String Band;0.5895;0.5515000000000001;345866.5;0.639;8.15e-07;0.2195;-7.9144999999999985;0.04625;103.9895;0.6225;41.0;2;1;4
83;['alternative metal', 'nu metal', 'pop rock', 'post-grunge'];3 Doors Down;0.0406075294117646;0.5058627450980395;232945.6078431373;0.7899019607843141;0.0066106472549019;0.1608980392156862;-5.749568627450977;0.0384176470588235;130.75405882352945;0.4518235294117645;50.01960784313725;7;1;51
84;['canadian metal', 'speed metal', 'vancouver metal', 'vancouver punk'];3 Inches Of Blood;6.4e-05;0.3670000000000001;271160.0;0.961;0.00119;0.11;-3.1860000000000004;0.0807;97.0;0.237;46.0;9;0;2
86;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock'];311;0.0206778754716981;0.615735849056604;209539.86792452828;0.8240188679245286;0.0138562771698113;0.1696377358490566;-7.346490566037732;0.0650452830188679;134.83832075471688;0.6185773584905657;40.45283018867924;9;1;106
87;['sad rap'];347aidan;0.6709999999999999;0.98;180139.0;0.413;7.950000000000001e-05;0.17;-11.052;0.101;119.993;0.764;77.0;8;0;2
89;['alternative metal', 'groove metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock'];36 Crazyfists;0.00119;0.585;198600.0;0.931;2.46e-05;0.115;-4.843;0.0847;160.079;0.8140000000000001;53.0;0;1;2
90;['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock'];38 Special;0.0291728205128205;0.5290769230769231;254299.0769230769;0.6218974358974357;0.0287400143589743;0.1216564102564102;-11.3754358974359;0.0321051282051282;126.70312820512824;0.7784615384615388;32.7948717948718;0;1;78
91;['trival'];3BallMTY;0.1492;0.7285;211386.5;0.916;1.555e-05;0.133;-4.359999999999999;0.18375;131.91899999999998;0.8584999999999999;55.0;1;1;2
92;['big room', 'edm', 'electro house', 'electronic trap', 'electropop', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house'];3LAU;0.183;0.496;210469.0;0.789;0.0;0.34;-3.648;0.0839;127.961;0.286;52.0;1;1;1
93;['girl group', 'hip pop', 'r&b', 'urban contemporary'];3LW;0.0558;0.7177999999999999;272055.8;0.7196;2.168e-05;0.15058;-5.9238;0.11084;129.68479999999997;0.6678;49.4;6;0;5
94;['dance pop', 'electropowerpop', 'pop', 'pop punk', 'pop rap', 'post-teen pop'];3OH!3;0.020766;0.6837499999999999;193600.85;0.7932000000000001;4.446899999999999e-05;0.3171499999999999;-3.92975;0.17853;125.77264999999996;0.54965;53.95;5;1;20
95;['dark clubbing', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock'];3T;0.3496666666666666;0.6696666666666666;320777.66666666674;0.4356666666666666;0.0001509666666666;0.3306666666666666;-11.056;0.0342;113.091;0.4793333333333334;45.33333333333334;10;0;3
96;['g funk', 'hyphy', 'west coast rap', 'west coast trap'];3X Krazy;0.0165;0.7190000000000001;358467.0;0.6859999999999999;0.0;0.236;-4.169;0.0829;95.19;0.49;46.0;10;0;2
97;['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'rap'];3rd Bass;0.1590666666666666;0.8503333333333333;245560.0;0.6656666666666667;0.0;0.1578666666666666;-13.846000000000002;0.2533333333333333;105.84233333333334;0.6503333333333333;28.33333333333333;4;1;6
98;['nu metal', 'rap rock'];3rd Strike;0.0075;0.444;249827.0;0.8590000000000001;4.320000000000001e-05;0.24;-4.962;0.0484;99.655;0.394;38.0;2;1;2
100;['new wave pop', 'pop rock'];4 Non Blondes;0.18415;0.5286666666666667;239673.33333333328;0.57;5.1e-07;0.1266333333333333;-10.100500000000002;0.0382499999999999;117.87649999999998;0.4461666666666666;48.33333333333334;7;1;12
101;['anime rock', 'vocaloid'];4 P.M.;0.7490000000000001;0.363;162093.0;0.388;0.0;0.363;-8.607999999999999;0.034;76.09899999999998;0.348;37.0;11;0;2
102;['oi', 'punk', 'ska'];4 Skins;0.0104;0.2655;158007.0;0.9295;2.605e-06;0.6155;-4.7330000000000005;0.125;154.4345;0.4985000000000001;33.5;11;0;4
103;['bubble trance', 'dutch trance', 'progressive house', 'trance', 'uplifting trance', 'vocal trance'];4 Strings;0.00212;0.617;190427.0;0.79;0.0455;0.159;-6.983;0.0365;138.001;0.267;57.0;3;0;2
105;['detroit trap', 'rap', 'southern hip hop', 'trap'];42 Dugg;0.1969777777777776;0.8468888888888891;175771.0;0.5665555555555556;0.0;0.1514666666666666;-6.050555555555555;0.3408888888888888;126.25266666666666;0.3396666666666667;69.22222222222223;1;0;9
106;['broadway'];42nd Street Ensemble;0.885;0.314;301040.0;0.395;7.93e-06;0.293;-11.237;0.0538;165.023;0.362;4.0;7;1;2
107;['dark wave', 'deathrock', 'gothic rock', 'horror punk'];45 Grave;0.016083825;0.4175;162716.75;0.79125;0.41150196;0.139525;-8.59175;0.066975;155.66150000000005;0.6477499999999999;30.5;9;1;8
109;['christian alternative rock', 'christian music', 'deep christian rock', 'worship'];4Him;0.2823333333333333;0.4763333333333333;290636.33333333326;0.4873333333333334;0.0015737833333333;0.1113333333333333;-10.056333333333336;0.0301333333333333;111.23966666666668;0.3116666666666666;33.666666666666664;4;1;6
110;['k-pop', 'k-pop girl group'];4Minute;0.00589;0.54;192400.0;0.929;4.01e-06;0.424;-2.6460000000000004;0.278;176.023;0.624;61.0;7;1;2
111;['boy band', 'dance pop', 'pop', 'post-teen pop'];5 Seconds of Summer;0.0435673538461538;0.5473076923076924;195593.0769230769;0.8045846153846152;1.5530153846153846e-05;0.1817107692307693;-4.599892307692309;0.1044030769230769;141.88392307692305;0.5209384615384616;61.01538461538462;0;1;65
112;['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap'];50 Cent;0.1223863483146067;0.6950393258426968;234964.0898876405;0.7623876404494383;0.0005484752808988;0.1983612359550561;-4.149426966292139;0.2595162921348315;105.92942696629218;0.5897696629213492;52.34269662921349;1;1;178
113;['ballroom', 'easy listening'];50 Guitars of Tommy Garrett;0.7918333333333333;0.4961666666666667;168044.33333333337;0.2861666666666666;0.22638;0.1124666666666666;-12.671166666666664;0.0331;117.94366666666666;0.4965;25.66666666666667;7;1;12
114;['dirty south rap', 'pop rap', 'southern hip hop'];504 Boyz;0.01643;0.8089999999999999;212434.0;0.624;0.0;0.2355;-8.81;0.2565000000000001;125.0315;0.532;47.5;11;1;4
115;['white noise'];520Hz;0.996;0.0;197680.0;0.0197;0.996;0.104;-47.19;0.0;0.0;0.0;57.0;1;1;2
116;['canadian indie', 'canadian rock'];54-40;0.2275;0.6625;211060.0;0.5975;0.0401046999999999;0.10765;-11.6815;0.02975;126.4555;0.7225;42.0;9;1;4
117;['dirty south rap', 'dirty texas rap', 'gangster rap', 'houston rap'];5th Ward Boyz;0.158;0.8420000000000001;352173.0;0.336;0.0;0.256;-8.227;0.379;78.001;0.599;36.0;4;0;1
118;['dark trap', 'emo rap', 'melodic rap', 'sad rap', 'underground hip hop', 'vapor trap'];6 Dogs;0.224;0.748;171907.0;0.66;0.053;0.101;-4.704;0.0487;137.033;0.328;66.0;6;1;2
119;['miami bass'];69 Boyz;0.03269;0.8510000000000001;256279.75;0.7419999999999999;0.0;0.18345;-11.60925;0.2237499999999999;133.01425;0.6795;41.75;9;0;8
120;['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap'];6LACK;0.2667213043478261;0.6371304347826089;220217.89130434784;0.5204347826086958;0.0018859226086956;0.1229695652173912;-7.95813043478261;0.1605608695652174;121.37563043478262;0.3088956521739131;63.8695652173913;0;1;46
121;['opm', 'pinoy rock'];6cyclemind;0.4430000000000001;0.7175;295993.0;0.4735;0.00158574;0.131;-8.5365;0.03095;97.2875;0.47;57.5;3;1;4
122;['emo rap'];6ix9ine;0.1121846153846153;0.7337307692307694;156294.84615384616;0.697923076923077;4.606538461538462e-06;0.1443307692307692;-5.13403846153846;0.2407615384615385;123.0933846153846;0.4553846153846154;69.30769230769229;1;1;26
125;['hardcore', 'hardcore punk', 'melodic hardcore', 'punk', 'skate punk', 'straight edge', 'thrash core'];7 Seconds;1.18e-05;0.451;189200.0;0.908;0.0088799999999999;0.155;-11.616;0.0627;103.893;0.398;31.0;1;0;2
126;['grunge', 'riot grrrl'];7 Year Bitch;9.03e-06;0.349;167333.0;0.7090000000000001;0.0095;0.147;-12.339;0.0336;114.581;0.708;41.0;9;0;2
127;['girl group', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary'];702;0.1972222222222222;0.74;255970.2222222223;0.6112222222222221;0.0043307933333333;0.1644222222222222;-8.15188888888889;0.0658111111111111;99.07033333333334;0.5900000000000001;52.11111111111112;10;1;9
129;['8-bit', 'scorecore'];8-Bit Arcade;0.762;0.7120000000000001;115177.0;0.818;0.8759999999999999;0.126;-9.18;0.047;133.444;0.975;48.0;7;1;2
130;['acid house', 'big beat', 'chicago house', 'electronica', 'hardcore techno', 'hip house', 'intelligent dance music', 'madchester', 'rave', 'techno'];808 State;0.00857;0.5534999999999999;285153.5;0.8715;0.5855;0.1215;-8.0475;0.05975;128.4775;0.5025;42.0;8;1;4
131;['alternative hip hop'];88-Keys;0.13795;0.649;195875.5;0.6435;5.35e-07;0.421;-5.6370000000000005;0.28;122.3495;0.5;54.0;1;1;2
132;['canadian hip hop', 'melodic rap', 'rap', 'southern hip hop', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap'];88GLAM;0.0166;0.764;180813.0;0.672;1.06e-06;0.103;-4.274;0.0655;150.02100000000004;0.594;68.0;6;0;2
133;['asian american hip hop', 'pop'];88rising;0.5274666666666666;0.585;209444.66666666663;0.4631666666666667;4.603499999999999e-05;0.21815;-9.008666666666668;0.0919833333333333;109.58783333333334;0.3853333333333333;69.83333333333333;1;1;6
134;['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap'];8Ball;0.073376923076923;0.7805384615384614;282367.3076923077;0.6643846153846155;0.0006;0.2423846153846154;-6.487769230769231;0.1845;122.07592307692305;0.5390769230769231;42.53846153846154;1;1;13
135;['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap'];8Ball & MJG;0.0309797333333333;0.7932666666666666;311073.33333333326;0.6228000000000001;0.0019873886666666;0.1912066666666666;-9.0515;0.2639133333333333;129.2988333333333;0.6019000000000001;37.23333333333333;11;1;30
138;['lo-fi beats'];90sFlav;0.952;0.748;126250.0;0.265;0.917;0.0866;-12.074000000000002;0.229;77.009;0.14;70.0;8;0;2
139;['emo rap', 'melodic rap', 'sad rap'];916frosty;0.637;0.597;248803.0;0.5589999999999999;0.0;0.1369999999999999;-7.2189999999999985;0.0835;145.826;0.268;66.0;1;0;2
140;['dark trap', 'emo rap', 'glitchcore', 'sad rap'];93FEETOFSMOKE;0.139;0.816;148140.0;0.5770000000000001;0.0;0.0827;-5.9979999999999976;0.41;171.028;0.459;66.0;1;1;1
141;['minneapolis sound'];94 East;0.179;0.7440000000000001;340440.0;0.797;0.0103;0.139;-8.867;0.0377;94.801;0.954;31.0;11;0;1
142;['boy band', 'dance pop'];98º;0.3470300000000001;0.61025;250582.6;0.5810000000000001;3.55e-07;0.113165;-8.21425;0.041735;101.63880000000002;0.4277499999999999;49.0;10;1;20
143;['indie hip hop', 'vermont indie'];99 Neighbors;0.545;0.8170000000000001;231602.0;0.487;0.0;0.336;-6.585;0.474;70.949;0.65;62.0;0;1;1
145;['oi', 'pub rock', 'punk'];999;0.0301866666666666;0.596;217075.33333333328;0.6310000000000001;0.2826675833333333;0.1722999999999999;-9.655333333333331;0.0489;132.09066666666664;0.5146666666666667;33.666666666666664;2;1;6
146;['florida rap', 'vapor trap'];9lokknine;0.0331333333333333;0.8643333333333335;181220.0;0.5439999999999999;0.0;0.1745999999999999;-8.401333333333335;0.2726666666666666;90.15666666666664;0.521;67.66666666666667;0;0;6
147;['emo rap'];9tails;0.404;0.711;217182.0;0.545;0.0;0.122;-6.81;0.0322;108.02;0.345;66.0;11;1;2
148;['alternative hip hop', 'hip hop', 'north carolina hip hop', 'underground hip hop'];9th Wonder;0.232;0.685;259060.0;0.518;0.00075566;0.13955;-8.679;0.228;90.4195;0.5295;51.0;7;1;4
149;['bubblegum pop', 'chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock'];? & The Mysterians;0.2181077777777777;0.6323333333333334;146582.33333333337;0.6708888888888889;0.1745842766666666;0.1519888888888889;-8.077222222222222;0.0421888888888888;111.30066666666669;0.8058888888888887;25.11111111111111;2;1;18
150;['philly rap'];?uestlove;0.198;0.885;307120.0;0.598;0.0;0.384;-6.662999999999999;0.3720000000000001;95.402;0.779;39.0;6;1;2
151;['melodic rap', 'pop rap', 'rap', 'trap'];A Boogie Wit da Hoodie;0.2533863999999998;0.7300933333333334;200451.88;0.6268400000000001;1.6157333333333332e-06;0.1649026666666667;-7.011053333333331;0.2298466666666666;118.7338666666667;0.5007333333333335;66.64;5;0;75
152;['art rock', 'chamber psych', 'dance rock', 'dance-punk', 'experimental', 'new wave', 'no wave', 'post-punk', 'sophisti-pop', 'uk post-punk'];A Certain Ratio;0.132125;0.6950000000000001;344633.0;0.933;0.4572999999999999;0.07475;-7.848000000000001;0.0630999999999999;125.9155;0.5820000000000001;27.5;2;1;4
153;['metalcore', 'pop punk', 'screamo'];A Day To Remember;0.0263540519230769;0.4025961538461539;207746.15384615387;0.9167307692307688;7.329884615384614e-05;0.2852653846153845;-4.427519230769232;0.1113173076923077;144.22146153846148;0.4588269230769233;53.42307692307693;0;1;104
154;['new jack swing'];A Few Good Men;0.0149;0.499;310107.0;0.706;0.0;0.306;-7.903;0.0333;111.949;0.414;29.0;2;1;2
155;['acoustic pop', 'lilith', 'neo mellow', 'pop rock'];A Fine Frenzy;0.947;0.5489999999999999;268800.0;0.24;0.0;0.106;-7.778;0.0338;119.58;0.1669999999999999;54.0;0;1;2
156;['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop'];A Flock Of Seagulls;0.0254112571428571;0.5126666666666667;243382.2857142857;0.725;0.4688957142857144;0.2126952380952381;-9.317571428571426;0.0376238095238095;145.65019047619043;0.6970476190476189;41.90476190476191;2;1;42
158;['indiecoustica', 'modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock'];A Great Big World;0.6257999999999999;0.4695;243813.5;0.374625;0.0002014425;0.113625;-8.296750000000001;0.043625;119.454125;0.2272499999999999;59.125;2;1;8
159;['acid house', 'atmospheric dnb', 'drum and bass', 'madchester', 'techno'];A Guy Called Gerald;0.03;0.6829999999999999;267107.0;0.789;0.0105;0.0724;-9.034;0.0602;119.504;0.657;48.0;2;1;2
160;['doo-wop', 'rhythm and blues'];A Heart Beats;0.8540000000000001;0.507;146173.0;0.255;0.0;0.172;-11.857;0.0651;97.231;0.438;37.0;7;1;2
162;['chillhop', 'lo-fi beats'];A L E X;0.8336666666666667;0.7926666666666667;169956.33333333337;0.2856666666666667;0.9223333333333332;0.1028333333333333;-12.981333333333335;0.0637333333333333;124.99066666666668;0.316;62.66666666666666;0;1;3
164;['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'rap rock', 'rock', 'supergroup'];A Perfect Circle;0.1090879084745763;0.5195254237288135;251080.3898305085;0.6225203389830506;0.2966383050847459;0.135864406779661;-9.763203389830506;0.0556084745762712;124.47710169491528;0.256277966101695;49.47457627118644;6;1;59
165;['italian progressive metal'];A Priori;0.597;0.303;215867.0;0.4;0.682;0.104;-11.037;0.0316;178.465;0.474;0.0;0;1;2
166;['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house'];A R I Z O N A;0.1363;0.6759999999999999;182859.66666666663;0.6126666666666666;0.1167333333333333;0.1313;-8.663333333333334;0.0603333333333333;101.286;0.228;66.33333333333333;2;1;6
167;['alternative pop rock', 'neo mellow', 'neon pop punk', 'pixie', 'pop emo', 'pop punk', 'pop rock', 'viral pop'];A Rocket To The Moon;0.2030333333333333;0.3906666666666666;210991.0;0.6149999999999999;0.0;0.1773333333333333;-4.385000000000002;0.0297666666666666;152.98166666666663;0.3413333333333333;59.33333333333334;7;1;6
168;['metalcore', 'pixie', 'post-screamo', 'screamo'];A Skylit Drive;0.00121075;0.25275;210366.75;0.9275;0.000350395;0.2539;-3.4232500000000003;0.094425;123.78500000000004;0.306;45.0;10;1;8
169;['melodic metalcore', 'post-hardcore', 'screamo'];A Static Lullaby;3.01e-05;0.555;200240.0;0.98;4.38e-05;0.0661;-6.063;0.154;143.005;0.37;48.0;8;1;2
170;['boogie', 'disco', 'funk', 'post-disco'];A Taste Of Honey;0.326025;0.75475;280870.0;0.53875;0.0006274749999999;0.121125;-9.2815;0.057625;126.93325000000002;0.7490000000000001;45.75;2;0;8
171;['contemporary country', 'country pop', 'country road', 'modern country rock'];A Thousand Horses;0.0175985;0.4905;205347.0;0.8059999999999999;0.000115;0.2565;-5.950500000000001;0.0339499999999999;132.267;0.473;62.0;7;1;4
172;['bubblegum dance', 'europop'];A Touch Of Class;0.31425;0.6755;181186.5;0.91725;0.033055;0.11875;-6.0317500000000015;0.030325;128.45600000000002;0.605;63.75;9;0;4
175;['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap'];A Tribe Called Quest;0.1700335294117646;0.8276691176470589;228573.23529411765;0.5625441176470586;0.0479977273529412;0.2115514705882353;-9.829654411764697;0.2729308823529411;97.87680147058832;0.6872279411764705;46.06617647058823;11;1;136
176;['canadian indigenous', 'canadian indigenous hip hop', 'escape room', 'ottawa rap'];A Tribe Called Red;0.023;0.6579999999999999;219853.0;0.573;0.0613;0.0981;-5.408;0.107;133.442;0.583;52.0;3;0;2
177;['ambient', 'chamber psych', 'compositional ambient', 'drift', 'drone', 'neo-classical', 'post-rock'];A Winged Victory for the Sullen;0.767;0.0804;266840.0;0.0836;0.853;0.119;-21.007;0.04;82.14;0.0498;46.0;11;1;2
178;['baltimore hip hop', 'drill', 'underground hip hop', 'vapor trap'];A$AP ANT;0.0889;0.9;236227.0;0.532;0.0;0.0533;-5.516;0.0744;140.023;0.5920000000000001;59.0;0;1;1
179;['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop'];A$AP Ferg;0.1159470588235294;0.7458823529411763;212194.29411764705;0.7240882352941177;4.1785294117647055e-06;0.2462911764705882;-5.340411764705881;0.2309705882352941;137.24970588235297;0.4112441176470587;61.55882352941178;1;1;34
180;['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap'];A$AP Mob;0.2442555555555556;0.7806666666666666;237664.66666666663;0.7178888888888889;1.8377777777777767e-06;0.1589111111111111;-5.916666666666666;0.2586;129.4382222222222;0.4910000000000001;59.22222222222222;8;1;9
181;['harlem hip hop'];A$AP NAST;0.143;0.79;229144.0;0.7306666666666667;0.0;0.1371;-5.098333333333334;0.2491333333333333;121.66966666666669;0.6190000000000001;55.0;11;1;3
182;['east coast hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop'];A$AP Rocky;0.19370240625;0.6712291666666667;219365.42708333328;0.6690312499999996;0.0153319332291666;0.209775;-6.8722499999999975;0.1905916666666666;128.9268854166667;0.39188125;63.39583333333334;1;1;96
183;['hip hop', 'rap', 'underground hip hop'];A$AP Twelvyy;0.253225;0.73025;212252.5;0.71675;0.0;0.120825;-6.6955;0.2911;135.78549999999998;0.56775;55.25;0;1;4
