;genres;artists;acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;popularity;key;mode;count
73;['dance pop', 'k-pop', 'k-pop girl group', 'pop dance'];2NE1;0.0852233333333333;0.6880000000000001;217679.33333333328;0.7320000000000001;0.0334133333333333;0.0928;-3.418333333333333;0.0388333333333333;128.23700000000002;0.5900000000000001;58.66666666666666;4;1;6
74;['k-pop', 'k-pop boy group', 'korean pop'];2PM;0.176;0.615;200827.0;0.901;0.0;0.204;-4.457;0.0302;131.989;0.779;48.0;3;1;2
75;['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap'];2Pac;0.1335668676470589;0.7733933823529414;262530.91911764705;0.7041507352941178;0.0079637206249999;0.2241007352941176;-7.133066176470593;0.2231573529411765;107.80979044117656;0.607426470588235;49.125;1;1;272
77;['epicore'];2WEI;0.1;0.14;204587.0;0.478;0.000112;0.105;-10.145;0.0484;185.121;0.0412;75.0;1;0;1
78;['deep christian rock'];2nd Chapter Of Acts;0.6054999999999999;0.4330000000000001;169067.0;0.3765;0.0;0.1148;-11.488499999999998;0.0277;89.17299999999999;0.4420000000000001;28.5;1;1;4
80;['gangster rap', 'west coast rap'];2nd II None;0.0466514285714285;0.9071428571428573;225805.7142857143;0.5329999999999999;1.4457142857142858e-06;0.2954285714285714;-11.439571428571426;0.2248571428571429;102.70085714285712;0.7662857142857143;35.142857142857146;6;0;7
81;['early american folk', 'string band', 'traditional country'];2nd South Carolina String Band;0.5895;0.5515000000000001;345866.5;0.639;8.15e-07;0.2195;-7.9144999999999985;0.04625;103.9895;0.6225;41.0;2;1;4
83;['alternative metal', 'nu metal', 'pop rock', 'post-grunge'];3 Doors Down;0.0406075294117646;0.5058627450980395;232945.6078431373;0.7899019607843141;0.0066106472549019;0.1608980392156862;-5.749568627450977;0.0384176470588235;130.75405882352945;0.4518235294117645;50.01960784313725;7;1;51
84;['canadian metal', 'speed metal', 'vancouver metal', 'vancouver punk'];3 Inches Of Blood;6.4e-05;0.3670000000000001;271160.0;0.961;0.00119;0.11;-3.1860000000000004;0.0807;97.0;0.237;46.0;9;0;2
86;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock'];311;0.0206778754716981;0.615735849056604;209539.86792452828;0.8240188679245286;0.0138562771698113;0.1696377358490566;-7.346490566037732;0.0650452830188679;134.83832075471688;0.6185773584905657;40.45283018867924;9;1;106
87;['sad rap'];347aidan;0.6709999999999999;0.98;180139.0;0.413;7.950000000000001e-05;0.17;-11.052;0.101;119.993;0.764;77.0;8;0;2
89;['alternative metal', 'groove metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock'];36 Crazyfists;0.00119;0.585;198600.0;0.931;2.46e-05;0.115;-4.843;0.0847;160.079;0.8140000000000001;53.0;0;1;2
90;['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock'];38 Special;0.0291728205128205;0.5290769230769231;254299.0769230769;0.6218974358974357;0.0287400143589743;0.1216564102564102;-11.3754358974359;0.0321051282051282;126.70312820512824;0.7784615384615388;32.7948717948718;0;1;78
91;['trival'];3BallMTY;0.1492;0.7285;211386.5;0.916;1.555e-05;0.133;-4.359999999999999;0.18375;131.91899999999998;0.8584999999999999;55.0;1;1;2
92;['big room', 'edm', 'electro house', 'electronic trap', 'electropop', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house'];3LAU;0.183;0.496;210469.0;0.789;0.0;0.34;-3.648;0.0839;127.961;0.286;52.0;1;1;1
93;['girl group', 'hip pop', 'r&b', 'urban contemporary'];3LW;0.0558;0.7177999999999999;272055.8;0.7196;2.168e-05;0.15058;-5.9238;0.11084;129.68479999999997;0.6678;49.4;6;0;5
94;['dance pop', 'electropowerpop', 'pop', 'pop punk', 'pop rap', 'post-teen pop'];3OH!3;0.020766;0.6837499999999999;193600.85;0.7932000000000001;4.446899999999999e-05;0.3171499999999999;-3.92975;0.17853;125.77264999999996;0.54965;53.95;5;1;20
95;['dark clubbing', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock'];3T;0.3496666666666666;0.6696666666666666;320777.66666666674;0.4356666666666666;0.0001509666666666;0.3306666666666666;-11.056;0.0342;113.091;0.4793333333333334;45.33333333333334;10;0;3
96;['g funk', 'hyphy', 'west coast rap', 'west coast trap'];3X Krazy;0.0165;0.7190000000000001;358467.0;0.6859999999999999;0.0;0.236;-4.169;0.0829;95.19;0.49;46.0;10;0;2
97;['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'rap'];3rd Bass;0.1590666666666666;0.8503333333333333;245560.0;0.6656666666666667;0.0;0.1578666666666666;-13.846000000000002;0.2533333333333333;105.84233333333334;0.6503333333333333;28.33333333333333;4;1;6
98;['nu metal', 'rap rock'];3rd Strike;0.0075;0.444;249827.0;0.8590000000000001;4.320000000000001e-05;0.24;-4.962;0.0484;99.655;0.394;38.0;2;1;2
100;['new wave pop', 'pop rock'];4 Non Blondes;0.18415;0.5286666666666667;239673.33333333328;0.57;5.1e-07;0.1266333333333333;-10.100500000000002;0.0382499999999999;117.87649999999998;0.4461666666666666;48.33333333333334;7;1;12
101;['anime rock', 'vocaloid'];4 P.M.;0.7490000000000001;0.363;162093.0;0.388;0.0;0.363;-8.607999999999999;0.034;76.09899999999998;0.348;37.0;11;0;2
102;['oi', 'punk', 'ska'];4 Skins;0.0104;0.2655;158007.0;0.9295;2.605e-06;0.6155;-4.7330000000000005;0.125;154.4345;0.4985000000000001;33.5;11;0;4
103;['bubble trance', 'dutch trance', 'progressive house', 'trance', 'uplifting trance', 'vocal trance'];4 Strings;0.00212;0.617;190427.0;0.79;0.0455;0.159;-6.983;0.0365;138.001;0.267;57.0;3;0;2
105;['detroit trap', 'rap', 'southern hip hop', 'trap'];42 Dugg;0.1969777777777776;0.8468888888888891;175771.0;0.5665555555555556;0.0;0.1514666666666666;-6.050555555555555;0.3408888888888888;126.25266666666666;0.3396666666666667;69.22222222222223;1;0;9
106;['broadway'];42nd Street Ensemble;0.885;0.314;301040.0;0.395;7.93e-06;0.293;-11.237;0.0538;165.023;0.362;4.0;7;1;2
107;['dark wave', 'deathrock', 'gothic rock', 'horror punk'];45 Grave;0.016083825;0.4175;162716.75;0.79125;0.41150196;0.139525;-8.59175;0.066975;155.66150000000005;0.6477499999999999;30.5;9;1;8
109;['christian alternative rock', 'christian music', 'deep christian rock', 'worship'];4Him;0.2823333333333333;0.4763333333333333;290636.33333333326;0.4873333333333334;0.0015737833333333;0.1113333333333333;-10.056333333333336;0.0301333333333333;111.23966666666668;0.3116666666666666;33.666666666666664;4;1;6
110;['k-pop', 'k-pop girl group'];4Minute;0.00589;0.54;192400.0;0.929;4.01e-06;0.424;-2.6460000000000004;0.278;176.023;0.624;61.0;7;1;2
111;['boy band', 'dance pop', 'pop', 'post-teen pop'];5 Seconds of Summer;0.0435673538461538;0.5473076923076924;195593.0769230769;0.8045846153846152;1.5530153846153846e-05;0.1817107692307693;-4.599892307692309;0.1044030769230769;141.88392307692305;0.5209384615384616;61.01538461538462;0;1;65
112;['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap'];50 Cent;0.1223863483146067;0.6950393258426968;234964.0898876405;0.7623876404494383;0.0005484752808988;0.1983612359550561;-4.149426966292139;0.2595162921348315;105.92942696629218;0.5897696629213492;52.34269662921349;1;1;178
113;['ballroom', 'easy listening'];50 Guitars of Tommy Garrett;0.7918333333333333;0.4961666666666667;168044.33333333337;0.2861666666666666;0.22638;0.1124666666666666;-12.671166666666664;0.0331;117.94366666666666;0.4965;25.66666666666667;7;1;12
114;['dirty south rap', 'pop rap', 'southern hip hop'];504 Boyz;0.01643;0.8089999999999999;212434.0;0.624;0.0;0.2355;-8.81;0.2565000000000001;125.0315;0.532;47.5;11;1;4
115;['white noise'];520Hz;0.996;0.0;197680.0;0.0197;0.996;0.104;-47.19;0.0;0.0;0.0;57.0;1;1;2
116;['canadian indie', 'canadian rock'];54-40;0.2275;0.6625;211060.0;0.5975;0.0401046999999999;0.10765;-11.6815;0.02975;126.4555;0.7225;42.0;9;1;4
117;['dirty south rap', 'dirty texas rap', 'gangster rap', 'houston rap'];5th Ward Boyz;0.158;0.8420000000000001;352173.0;0.336;0.0;0.256;-8.227;0.379;78.001;0.599;36.0;4;0;1
118;['dark trap', 'emo rap', 'melodic rap', 'sad rap', 'underground hip hop', 'vapor trap'];6 Dogs;0.224;0.748;171907.0;0.66;0.053;0.101;-4.704;0.0487;137.033;0.328;66.0;6;1;2
119;['miami bass'];69 Boyz;0.03269;0.8510000000000001;256279.75;0.7419999999999999;0.0;0.18345;-11.60925;0.2237499999999999;133.01425;0.6795;41.75;9;0;8
120;['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap'];6LACK;0.2667213043478261;0.6371304347826089;220217.89130434784;0.5204347826086958;0.0018859226086956;0.1229695652173912;-7.95813043478261;0.1605608695652174;121.37563043478262;0.3088956521739131;63.8695652173913;0;1;46
121;['opm', 'pinoy rock'];6cyclemind;0.4430000000000001;0.7175;295993.0;0.4735;0.00158574;0.131;-8.5365;0.03095;97.2875;0.47;57.5;3;1;4
122;['emo rap'];6ix9ine;0.1121846153846153;0.7337307692307694;156294.84615384616;0.697923076923077;4.606538461538462e-06;0.1443307692307692;-5.13403846153846;0.2407615384615385;123.0933846153846;0.4553846153846154;69.30769230769229;1;1;26
125;['hardcore', 'hardcore punk', 'melodic hardcore', 'punk', 'skate punk', 'straight edge', 'thrash core'];7 Seconds;1.18e-05;0.451;189200.0;0.908;0.0088799999999999;0.155;-11.616;0.0627;103.893;0.398;31.0;1;0;2
126;['grunge', 'riot grrrl'];7 Year Bitch;9.03e-06;0.349;167333.0;0.7090000000000001;0.0095;0.147;-12.339;0.0336;114.581;0.708;41.0;9;0;2
127;['girl group', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary'];702;0.1972222222222222;0.74;255970.2222222223;0.6112222222222221;0.0043307933333333;0.1644222222222222;-8.15188888888889;0.0658111111111111;99.07033333333334;0.5900000000000001;52.11111111111112;10;1;9
129;['8-bit', 'scorecore'];8-Bit Arcade;0.762;0.7120000000000001;115177.0;0.818;0.8759999999999999;0.126;-9.18;0.047;133.444;0.975;48.0;7;1;2
130;['acid house', 'big beat', 'chicago house', 'electronica', 'hardcore techno', 'hip house', 'intelligent dance music', 'madchester', 'rave', 'techno'];808 State;0.00857;0.5534999999999999;285153.5;0.8715;0.5855;0.1215;-8.0475;0.05975;128.4775;0.5025;42.0;8;1;4
131;['alternative hip hop'];88-Keys;0.13795;0.649;195875.5;0.6435;5.35e-07;0.421;-5.6370000000000005;0.28;122.3495;0.5;54.0;1;1;2
132;['canadian hip hop', 'melodic rap', 'rap', 'southern hip hop', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap'];88GLAM;0.0166;0.764;180813.0;0.672;1.06e-06;0.103;-4.274;0.0655;150.02100000000004;0.594;68.0;6;0;2
133;['asian american hip hop', 'pop'];88rising;0.5274666666666666;0.585;209444.66666666663;0.4631666666666667;4.603499999999999e-05;0.21815;-9.008666666666668;0.0919833333333333;109.58783333333334;0.3853333333333333;69.83333333333333;1;1;6
134;['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap'];8Ball;0.073376923076923;0.7805384615384614;282367.3076923077;0.6643846153846155;0.0006;0.2423846153846154;-6.487769230769231;0.1845;122.07592307692305;0.5390769230769231;42.53846153846154;1;1;13
135;['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap'];8Ball & MJG;0.0309797333333333;0.7932666666666666;311073.33333333326;0.6228000000000001;0.0019873886666666;0.1912066666666666;-9.0515;0.2639133333333333;129.2988333333333;0.6019000000000001;37.23333333333333;11;1;30
138;['lo-fi beats'];90sFlav;0.952;0.748;126250.0;0.265;0.917;0.0866;-12.074000000000002;0.229;77.009;0.14;70.0;8;0;2
139;['emo rap', 'melodic rap', 'sad rap'];916frosty;0.637;0.597;248803.0;0.5589999999999999;0.0;0.1369999999999999;-7.2189999999999985;0.0835;145.826;0.268;66.0;1;0;2
140;['dark trap', 'emo rap', 'glitchcore', 'sad rap'];93FEETOFSMOKE;0.139;0.816;148140.0;0.5770000000000001;0.0;0.0827;-5.9979999999999976;0.41;171.028;0.459;66.0;1;1;1
141;['minneapolis sound'];94 East;0.179;0.7440000000000001;340440.0;0.797;0.0103;0.139;-8.867;0.0377;94.801;0.954;31.0;11;0;1
142;['boy band', 'dance pop'];98º;0.3470300000000001;0.61025;250582.6;0.5810000000000001;3.55e-07;0.113165;-8.21425;0.041735;101.63880000000002;0.4277499999999999;49.0;10;1;20
143;['indie hip hop', 'vermont indie'];99 Neighbors;0.545;0.8170000000000001;231602.0;0.487;0.0;0.336;-6.585;0.474;70.949;0.65;62.0;0;1;1
145;['oi', 'pub rock', 'punk'];999;0.0301866666666666;0.596;217075.33333333328;0.6310000000000001;0.2826675833333333;0.1722999999999999;-9.655333333333331;0.0489;132.09066666666664;0.5146666666666667;33.666666666666664;2;1;6
146;['florida rap', 'vapor trap'];9lokknine;0.0331333333333333;0.8643333333333335;181220.0;0.5439999999999999;0.0;0.1745999999999999;-8.401333333333335;0.2726666666666666;90.15666666666664;0.521;67.66666666666667;0;0;6
147;['emo rap'];9tails;0.404;0.711;217182.0;0.545;0.0;0.122;-6.81;0.0322;108.02;0.345;66.0;11;1;2
148;['alternative hip hop', 'hip hop', 'north carolina hip hop', 'underground hip hop'];9th Wonder;0.232;0.685;259060.0;0.518;0.00075566;0.13955;-8.679;0.228;90.4195;0.5295;51.0;7;1;4
149;['bubblegum pop', 'chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock'];? & The Mysterians;0.2181077777777777;0.6323333333333334;146582.33333333337;0.6708888888888889;0.1745842766666666;0.1519888888888889;-8.077222222222222;0.0421888888888888;111.30066666666669;0.8058888888888887;25.11111111111111;2;1;18
150;['philly rap'];?uestlove;0.198;0.885;307120.0;0.598;0.0;0.384;-6.662999999999999;0.3720000000000001;95.402;0.779;39.0;6;1;2
151;['melodic rap', 'pop rap', 'rap', 'trap'];A Boogie Wit da Hoodie;0.2533863999999998;0.7300933333333334;200451.88;0.6268400000000001;1.6157333333333332e-06;0.1649026666666667;-7.011053333333331;0.2298466666666666;118.7338666666667;0.5007333333333335;66.64;5;0;75
152;['art rock', 'chamber psych', 'dance rock', 'dance-punk', 'experimental', 'new wave', 'no wave', 'post-punk', 'sophisti-pop', 'uk post-punk'];A Certain Ratio;0.132125;0.6950000000000001;344633.0;0.933;0.4572999999999999;0.07475;-7.848000000000001;0.0630999999999999;125.9155;0.5820000000000001;27.5;2;1;4
153;['metalcore', 'pop punk', 'screamo'];A Day To Remember;0.0263540519230769;0.4025961538461539;207746.15384615387;0.9167307692307688;7.329884615384614e-05;0.2852653846153845;-4.427519230769232;0.1113173076923077;144.22146153846148;0.4588269230769233;53.42307692307693;0;1;104
154;['new jack swing'];A Few Good Men;0.0149;0.499;310107.0;0.706;0.0;0.306;-7.903;0.0333;111.949;0.414;29.0;2;1;2
155;['acoustic pop', 'lilith', 'neo mellow', 'pop rock'];A Fine Frenzy;0.947;0.5489999999999999;268800.0;0.24;0.0;0.106;-7.778;0.0338;119.58;0.1669999999999999;54.0;0;1;2
156;['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop'];A Flock Of Seagulls;0.0254112571428571;0.5126666666666667;243382.2857142857;0.725;0.4688957142857144;0.2126952380952381;-9.317571428571426;0.0376238095238095;145.65019047619043;0.6970476190476189;41.90476190476191;2;1;42
